#mOTU	consensus_taxonomy	NCBI_tax_id	PV527
ref_mOTU_v31_00164	Pseudomonas sp. [Pseudomonas frederiksbergensis/Pseudomonas sp. GM102/Pseudomonas sp. GM21/Pseudomonas sp. GM50/Pseudomonas sp. GM79/Pseudomonas sp. GM41(2012)/Pseudomonas sp. URMO17WK12:I12/Pseudomonas sp. URMO17WK12:I11/Pseudomonas sp. C9/Pseudomonas sp. QTF5/Pseudomonas lini/Pseudomonas sp. RIT-PI-q/Pseudomonas sp. 655/Pseudomonas sp. Root329/Pseudomonas sp. FSL W5-0299/Pseudomonas fluorescens/Pseudomonas syringae/Pseudomonas sp. In5/Pseudomonas arsenicoxydans/Pseudomonas mandelii]	NA	1
ref_mOTU_v31_00165	Pseudomonas prosekii	1148509	1
ref_mOTU_v31_00166	Pseudomonas fluorescens	294	2
ref_mOTU_v31_00167	Pseudomonas sp. [Pseudomonas sp. GM16/Pseudomonas sp. GM80/Pseudomonas sp. P1.31/Pseudomonas sp. RIT-PI-r/Pseudomonas sp. ok266/Pseudomonas koreensis/Pseudomonas fluorescens/Pseudomonas chlororaphis]	NA	2
ref_mOTU_v31_00168	Pseudomonas koreensis/fluorescens [Pseudomonas sp. GM30/Pseudomonas sp. URIL14HWK12:I6/Pseudomonas sp. H1h/Pseudomonas sp. RIT288/Pseudomonas koreensis/Pseudomonas fluorescens/Pseudomonas sp. W15Feb9B]	NA	2
ref_mOTU_v31_00169	Pseudomonas sp. [Pseudomonas sp. R62/Pseudomonas sp. B10/Pseudomonas granadensis/Pseudomonas sp. PTA1/Pseudomonas sp. RIT-PI-o/Pseudomonas sp. Leaf434/Pseudomonas sp. Z003-0.4C(8344-21)/Pseudomonas koreensis/Pseudomonas fluorescens/Pseudomonas moraviensis]	NA	19
ref_mOTU_v31_00191	Pseudomonas putida	303	1
ref_mOTU_v31_00198	Pseudomonas putida [Pseudomonas sp. NBRC 111143/Pseudomonas putida]	303	1
ref_mOTU_v31_00259	Acinetobacter baumannii	470	1
ref_mOTU_v31_00261	Acinetobacter pittii	48296	2
ref_mOTU_v31_00262	Acinetobacter oleivorans/calcoaceticus [Acinetobacter sp. V2/Acinetobacter oleivorans/Acinetobacter sp. NIPH 542/Acinetobacter sp. Leaf130/Acinetobacter sp. yr461/Acinetobacter calcoaceticus/Acinetobacter sp. NIPH 817/Acinetobacter sp. WC-141]	NA	3
ref_mOTU_v31_00268	Acinetobacter baumannii [Acinetobacter sp. NIPH 1847/Acinetobacter sp. NIPH 3623/Acinetobacter sp. NIPH 2168/Acinetobacter sp. NIPH 758/Acinetobacter sp. 1000160/Acinetobacter sp. neg1/Acinetobacter sp. NRRL B-65365/Acinetobacter sp. YK3/Acinetobacter baumannii/Acinetobacter sp. WC-323]	470	1
ref_mOTU_v31_00275	Acinetobacter beijerinckii	262668	3
ref_mOTU_v31_00412	Collimonas pratensis	279113	1
ref_mOTU_v31_00444	Curvibacter gracilis/lanceolatus	NA	1
ref_mOTU_v31_00541	Achromobacter spanius/piechaudii [Achromobacter sp. LC458/Achromobacter spanius/Achromobacter piechaudii]	NA	4
ref_mOTU_v31_00547	Achromobacter xylosoxidans	85698	1
ref_mOTU_v31_00595	Streptomyces mirabilis	68239	1
ref_mOTU_v31_00611	Streptomycetaceae sp. [Streptomyces sp. WM6391/Streptomyces sp. 2114.2/Kitasatospora aureofaciens/Streptomyces coelicolor/Streptomyces lividans/Streptomyces violaceoruber/Streptomyces violaceorubidus/Streptomyces sp. M1013/Streptomyces canus]	NA	2
ref_mOTU_v31_00623	Streptomyces seoulensis [Streptomyces sp. NRRL F-2799/Streptomyces seoulensis]	73044	1
ref_mOTU_v31_00627	Streptomyces chartreusis	1969	1
ref_mOTU_v31_00646	Streptomyces yokosukanensis	67386	1
ref_mOTU_v31_00658	Streptomyces malaysiense/griseofuscus [Streptomyces malaysiense/Streptomyces griseofuscus/Streptomyces sp. LamerLS-31b]	NA	1
ref_mOTU_v31_00669	Streptomyces griseoruber [Streptomyces sp. DSM 15324/Streptomyces griseoruber]	1943	1
ref_mOTU_v31_00670	Streptomyces sp. [Streptomyces sp. 303MFCol5.2/Streptomyces sp. B9173/Actinobacteria bacterium OV320/Streptomyces sp. NBRC 110468/Streptomyces sp. Root1310]	NA	1
ref_mOTU_v31_00674	Streptomyces sp. yr375	1761906	2
ref_mOTU_v31_00675	Streptomyces phaeoluteigriseus	114686	1
ref_mOTU_v31_00676	Streptomyces griseorubiginosus [Streptomyces sp. 351MFTsu5.1/Streptomyces sp. NRRL B-3229/Streptomyces griseorubiginosus]	67304	1
ref_mOTU_v31_00678	Streptomyces sp. [Streptomyces sviceus/Streptomyces canus/Streptomyces pseudovenezuelae/Streptomyces mirabilis]	NA	1
ref_mOTU_v31_00681	Streptomyces sp. MMG1533	1415546	1
ref_mOTU_v31_00690	Streptomyces viridochromogenes/peruviensis	NA	1
ref_mOTU_v31_00695	Streptomyces curacoi	146536	1
ref_mOTU_v31_00775	Mesorhizobium sp. [Mesorhizobium sp. Root102/Mesorhizobium sp. Root695]	NA	1
ref_mOTU_v31_00800	Cutibacterium acnes [Propionibacterium sp. CC003-HC2/Propionibacterium sp. KPL1847/Propionibacterium sp. KPL1849/Propionibacterium sp. KPL1854/Propionibacterium sp. KPL2003/Propionibacterium sp. KPL2008/Propionibacterium sp. KPL2009/Propionibacterium sp. MB3007/Propionibacterium sp. HMSC068C01/Propionibacterium sp. HMSC078F01/Propionibacterium sp. HMSC069G10/Propionibacterium sp. HMSC065F07/Propionibacterium sp. HMSC078F10/Propionibacterium sp. HMSC067A02/Propionibacterium sp. HMSC075A12/Propionibacterium sp. HMSC067A01/Propionibacterium sp. HMSC062D02/Propionibacterium sp. HMSC062D05/Cutibacterium acnes/Propionibacterium sp. CG1_02_60_36/Propionibacterium sp. 5_U_42AFAA/Propionibacterium sp. 409-HC1/Propionibacterium sp. 434-HC2]	1747	1
ref_mOTU_v31_00817	Bacillus sp. [Bacillus sp. 171095_106/Bacillus sp. 278922_107/Bacillus sp. RP1137/Bacillus megaterium/Bacillus sp. FJAT-21351/Bacillus sp. Leaf75/Bacillus sp. Soil531/Bacillus sp. Root147/Bacillus sp. Root239/Bacillus sp. IHB B 7164/Bacillus aryabhattai/Bacillus flexus]	NA	4
ref_mOTU_v31_00830	Serratia marcescens	615	1
ref_mOTU_v31_00890	Domibacillus enclensis	1017273	1
ref_mOTU_v31_00891	Exiguobacterium sp. [Exiguobacterium enclense/Exiguobacterium sp. ZWU0009/Exiguobacterium sp. MH3/Exiguobacterium sp. RIT341/Exiguobacterium sp. BMC-KP/Exiguobacterium sp. Leaf187/Exiguobacterium sp. Leaf196/Exiguobacterium sp. KKBO11/Exiguobacterium sp. U13-1/Exiguobacterium indicum/Exiguobacterium acetylicum]	NA	43
ref_mOTU_v31_00925	bacteria symbiont BFo1 of Frankliniella occidentalis	1628855	1
ref_mOTU_v31_00933	Neorhizobium galegae	399	1
ref_mOTU_v31_00956	Tersicoccus sp. Bi-70	1897634	1
ref_mOTU_v31_00975	Kocuria polaris	136273	1
ref_mOTU_v31_01043	Rhizobium leguminosarum	384	1
ref_mOTU_v31_01059	Pseudomonas oryzihabitans	47885	1
ref_mOTU_v31_01266	Sinorhizobium meliloti [Sinorhizobium meliloti/Ensifer sp. USDA 6670]	382	1
ref_mOTU_v31_01311	Microbacterium foliorum [Microbacterium foliorum/Microbacterium sp. Root553]	104336	1
ref_mOTU_v31_01314	Microbacterium sp. [Microbacterium sp. CGR1/Microbacterium sp. Root280D1/Microbacterium sp. 1.5R]	NA	1
ref_mOTU_v31_01315	Microbacterium foliorum [Microbacterium foliorum/Microbacterium sp. MEJ108Y/Microbacterium sp. Leaf161]	104336	2
ref_mOTU_v31_01387	Agrobacterium tumefaciens [Agrobacterium sp. 10MFCol1.1/Agrobacterium genomosp. 1/Rhizobium sp. TBD182/Rhizobium sp. Root491/Agrobacterium sp. 13-2099-1-2/Agrobacterium tumefaciens/Agrobacterium sp. H13-3]	358	3
ref_mOTU_v31_01394	Agrobacterium tumefaciens [Agrobacterium sp. 224MFTsu3.1/Agrobacterium sp. UNC420CL41Cvi/Agrobacterium tumefaciens]	358	1
ref_mOTU_v31_01432	Microtetraspora glauca [Streptomyces sp. NRRL F-5727/Microtetraspora glauca]	1996	1
ref_mOTU_v31_01433	Streptomyces griseus [Streptomyces sp. NRRL F-5193/Streptomyces griseus]	1911	1
ref_mOTU_v31_01435	Streptomyces sp. [Streptomyces sp. Root1304/Streptomyces sp. Root66D1]	NA	1
ref_mOTU_v31_01437	Streptomyces wedmorensis [Streptomyces sp. SS/Streptomyces wedmorensis]	43759	1
ref_mOTU_v31_01447	Streptomyces rubrolavendulae	285473	1
ref_mOTU_v31_01452	 Streptomyces sp. [Kitasatospora albolonga/Streptomyces alboviridis/Streptomyces albus/Streptomyces anulatus/Streptomyces baarnensis/Streptomyces cyaneofuscatus/Streptomyces europaeiscabiei/Streptomyces filamentosus/Streptomyces fulvissimus/Streptomyces globisporus/Streptomyces griseus/Streptomyces mediolani/Streptomyces nanshensis/Streptomyces sp. ACT-1/Streptomyces sp. CB00072/Streptomyces sp. CB00316/Streptomyces sp. CB02115/Streptomyces sp. CB02130/Streptomyces sp. CcalMP-8W/Streptomyces sp. CFMR 7/Streptomyces sp. Cmuel-A718b/Streptomyces sp. CNB091/Streptomyces sp. CNS654/Streptomyces sp. DvalAA-19/Streptomyces sp. EN16/Streptomyces sp. EN23/Streptomyces sp. EN27/Streptomyces sp. IB2014 011-1/Streptomyces sp. JS01/Streptomyces sp. MnatMP-M77/Streptomyces sp. MNU77/Streptomyces sp. NBRC 110465/Streptomyces sp. Ncost-T6T-1/Streptomyces sp. NRRL S-623/Streptomyces sp. PTY087I2/Streptomyces sp. Root1295/Streptomyces sp. Root63/Streptomyces sp. S8/Streptomyces sp. ScaeMP-e10/Streptomyces sp. ScaeMP-e83/Streptomyces sp. SolWspMP-sol2th/Streptomyces sp. TSRI0261/Streptomyces sp. TSRI0395/Streptomyces sp. TSRI0445/Streptomyces sp. Tue 6075/Streptomyces sp. W007]	NA	1
ref_mOTU_v31_01462	Streptomyces sp. [Streptomyces sp. LaPpAH-165/Streptomyces sp. KhCrAH-340/Streptomyces sp. LaPpAH-95/Streptomyces sp. KhCrAH-244/Streptomyces sp. KhCrAH-40/Streptomyces sp. KhCrAH-337/Streptomyces sp. CB01249/Streptomyces sp. CB02460/Streptomyces sp. 2131.1]	NA	1
ref_mOTU_v31_01545	Pedobacter suwonensis	332999	1
ref_mOTU_v31_01619	Rhodopseudomonas palustris	1076	1
ref_mOTU_v31_01652	Pantoea dispersa [Type-C symbiont of Plautia stali/Pantoea dispersa/Plautia stali symbiont]	59814	1
ref_mOTU_v31_01691	Bradyrhizobium embrapense	630921	1
ref_mOTU_v31_01744	Exiguobacterium antarcticum [Exiguobacterium antarcticum/Exiguobacterium sp. KRL4]	132920	2
ref_mOTU_v31_01745	Exiguobacterium undae	169177	4
ref_mOTU_v31_01746	Exiguobacterium sibiricum	332410	2
ref_mOTU_v31_01783	Stenotrophomonas maltophilia [Stenotrophomonas sp. RIT309/Stenotrophomonas sp. 92mfcol6.1/Stenotrophomonas sp. SC-N050/Stenotrophomonas maltophilia]	40324	1
ref_mOTU_v31_01785	Stenotrophomonas maltophilia	40324	1
ref_mOTU_v31_01786	Stenotrophomonas maltophilia	40324	1
ref_mOTU_v31_01845	Pantoea ananatis	553	3
ref_mOTU_v31_01848	Pantoea sp. [Pantoea sp. 9140/Pantoea sp. MBLJ3/Pantoea sp. CFSAN033090/Pantoea sp. OV426/Pantoea vagans/Pantoea sp. aB/Pantoea agglomerans/Pantoea ananatis]	NA	2
ref_mOTU_v31_01855	Arthrobacter sp. [Arthrobacter sp. PAO19/Arthrobacter sp. EpRS66]	NA	5
ref_mOTU_v31_01856	Glutamicibacter halophytocola	1933880	3
ref_mOTU_v31_01873	Clavibacter michiganensis	28447	1
ref_mOTU_v31_01874	Clavibacter michiganensis [Clavibacter cf. michiganensis LMG 26808/Clavibacter michiganensis]	28447	1
ref_mOTU_v31_01875	Clavibacter michiganensis	28447	1
ref_mOTU_v31_02010	Paenarthrobacter nicotinovorans [Arthrobacter sp. 161MFSha2.1/Arthrobacter sp. 31Cvi3.1E/Arthrobacter sp. MWB30/Arthrobacter sp. Leaf145/Paenarthrobacter nicotinovorans]	29320	1
ref_mOTU_v31_02011	Paenarthrobacter nicotinovorans [Arthrobacter sp. UNCCL28/Paenarthrobacter nicotinovorans]	29320	1
ref_mOTU_v31_02015	Arthrobacter sp. [Arthrobacter sp. M2012083/Arthrobacter sp. HG]	NA	1
ref_mOTU_v31_02079	Sphingopyxis sp. LC363	1120705	1
ref_mOTU_v31_02087	Acinetobacter soli [Acinetobacter sp. 243_ASPC/Acinetobacter sp. C15/Acinetobacter soli]	487316	3
ref_mOTU_v31_02132	Bacillus endophyticus/filamentosus [Bacillus endophyticus/Bacillus filamentosus/Bacillus sp. REN51N]	NA	1
ref_mOTU_v31_02530	Amycolatopsis sp. [Amycolatopsis keratiniphila/Amycolatopsis sp. MJM2582/Amycolatopsis sp. CB00013/Amycolatopsis japonica/Amycolatopsis decaplanina/Amycolatopsis orientalis/Amycolatopsis lurida/Amycolatopsis azurea/Amycolatopsis alba]	NA	1
ref_mOTU_v31_02684	Arthrobacter sp. [Arthrobacter sp. 9MFCol3.1/Arthrobacter sp. 131MFCol6.1/Arthrobacter sp. 49Tsu3.1M3/Arthrobacter sp. ok362/Arthrobacter sp. ov407/Arthrobacter sp. I3]	NA	1
ref_mOTU_v31_02685	Arthrobacter sp. ok909	1761746	1
ref_mOTU_v31_02722	Arthrobacter sp. [Arthrobacter sp. ZBG10/Arthrobacter sp. Leaf141]	NA	1
ref_mOTU_v31_02723	Arthrobacter sp. OV608	1882768	1
ref_mOTU_v31_02727	Arthrobacter sp. P2b	1938741	1
ref_mOTU_v31_02738	Microbacterium oleivorans	273677	1
ref_mOTU_v31_02739	Microbacterium paraoxydans [Microbacterium sp. 11MF/Microbacterium sp. 77mftsu3.1/Microbacterium paraoxydans]	199592	1
ref_mOTU_v31_02742	Microbacterium oleivorans	273677	1
ref_mOTU_v31_02841	Paraburkholderia caledonica/bryophila	NA	1
ref_mOTU_v31_02878	Intrasporangiaceae bacterium URHB0013	1380370	1
ref_mOTU_v31_02897	Sphingopyxis terrae [Sphingopyxis sp. MC1/Sphingopyxis sp. A083/Sphingopyxis sp. REDSEA-S22_B5/Sphingopyxis sp. REDSEA-S23_B6/Sphingopyxis sp. REDSEA-S29_B3/Sphingopyxis sp. REDSEA-S40_B6/Sphingopyxis sp. REDSEA-S42_B3/Sphingopyxis sp. 65-8/Sphingopyxis terrae]	33052	1
ref_mOTU_v31_02957	Paracoccus sp. 228	1192054	1
ref_mOTU_v31_03016	Microbacterium sp. [Microbacterium sp. Cr-K20/Microbacterium sp. Cr-K1W]	NA	1
ref_mOTU_v31_03017	Microbacterium oxydans [Microbacterium sp. Ag1/Microbacterium oxydans]	82380	3
ref_mOTU_v31_03023	Microbacterium barkeri	33917	2
ref_mOTU_v31_03092	Nocardia abscessus	120957	1
ref_mOTU_v31_03148	uncultured Clostridium sp.	59620	16
ref_mOTU_v31_03162	Pseudarthrobacter sulfonivorans [Pseudarthrobacter sulfonivorans/Arthrobacter sp. Soil762]	121292	1
ref_mOTU_v31_03769	Planomicrobium glaciei	459472	1
ref_mOTU_v31_03822	Lentzea sp. [Lentzea violacea/Lentzea flaviverrucosa/Lentzea albidocapillata]	NA	1
ref_mOTU_v31_03823	Lentzea waywayandensis	84724	1
ref_mOTU_v31_03887	Curtobacterium flaccumfaciens [Curtobacterium sp. UNCCL17/Curtobacterium sp. Leaf154/Curtobacterium sp. MCBA15_005/Curtobacterium sp. MCBA15_007/Curtobacterium sp. MMLR14_002/Curtobacterium sp. MMLR14_014/Curtobacterium flaccumfaciens]	2035	2
ref_mOTU_v31_04023	Angustibacter sp. Root456	1736539	1
ref_mOTU_v31_04028	Deinococcus actinosclerus/grandis [Deinococcus soli Cha et al. 2016/Deinococcus actinosclerus/Deinococcus grandis]	NA	2
ref_mOTU_v31_04037	Exiguobacterium chiriqhucha	1385984	2
ref_mOTU_v31_04119	Bacillus simplex/frigoritolerans [Bacillus simplex/Bacillus sp. FJAT-21352/Bacillus sp. FJAT-22058/Bacillus sp. Soil745/Bacillus sp. FJAT-20673/[Brevibacterium] frigoritolerans]	NA	1
ref_mOTU_v31_04211	Nocardioides sp. URHA0020	1380392	1
ref_mOTU_v31_04342	Streptomyces sp. [Streptomyces sp. WM6349/Streptomyces sp. WM6373/Streptomyces sp. XY66/Streptomyces sp. PCS3-D2/Streptomyces sp. NRRL B-1322/Streptomyces sp. NRRL F-4474/Streptomyces sp. NRRL S-378/Streptomyces sp. NRRL S-98/Streptomyces sp. XY37/Streptomyces sp. XY413/Streptomyces sp. XY533/Streptomyces sp. XY58/Streptomyces sp. XY593/Streptomyces sp. IGB124/Streptomyces sp. H021/Streptomyces sp. H036/Streptomyces sp. MMG1064/Streptomyces yangpuensis/Streptomyces sp. IMTB 1903/Streptomyces sp. fd1-xmd/Streptomyces lavendulae/Streptomyces virginiae/Streptomyces sp. TN58/Streptomyces erythrochromogenes/Streptomyces amritsarensis]	NA	1
ref_mOTU_v31_04349	Streptomyces roseus/katrae [Streptomyces sp. WM6372/Streptomyces sp. XY332/Streptomyces sp. NRRL F-2747/Streptomyces sp. NRRL S-244/Streptomyces roseus/Streptomyces katrae]	NA	1
ref_mOTU_v31_04356	Leifsonia aquatica	144185	1
ref_mOTU_v31_04480	Nocardioides sp. UNC345MFTsu5.1	1449070	3
ref_mOTU_v31_04524	Streptomyces silaceus [Streptomyces sp. NRRL S-1521/Streptomyces silaceus]	545123	1
ref_mOTU_v31_04599	Chryseobacterium formosense [Chryseobacterium sp. CF356/Chryseobacterium sp. CBo1/Chryseobacterium formosense]	236814	1
ref_mOTU_v31_05165	Microbacterium testaceum	2033	2
ref_mOTU_v31_05167	Microbacterium testaceum [Microbacterium sp. Leaf203/Microbacterium testaceum]	2033	1
ref_mOTU_v31_05168	Microbacterium enclense	993073	1
ref_mOTU_v31_05169	Microbacterium sp. [Microbacterium sp. ru370.1/Microbacterium sp. RU1D]	NA	1
ref_mOTU_v31_05170	Microbacterium ginsengisoli [Microbacterium sp. SCN 71-21/Microbacterium sp. Leaf347/Microbacterium sp. Leaf351/Microbacterium sp. 71-23/Microbacterium ginsengisoli]	400772	1
ref_mOTU_v31_05202	Rhizobium rhizosphaerae	1672749	1
ref_mOTU_v31_05220	Mycobacterium sp. Root265	1736504	1
ref_mOTU_v31_05292	Agromyces sp. CF514	1881031	1
ref_mOTU_v31_05307	Rathayibacter sp. [Rathayibacter sp. Leaf296/Rathayibacter sp. Leaf299/Rathayibacter sp. VKM Ac-2630]	NA	1
ref_mOTU_v31_05315	Leifsonia sp. Leaf325	1736337	1
ref_mOTU_v31_05316	Nocardioides sp. [Nocardioides sp. Leaf285/Nocardioides sp. Leaf307]	NA	3
ref_mOTU_v31_05333	Nocardioides sp. Soil805	1736416	1
ref_mOTU_v31_05336	Yonghaparkia sp. [Yonghaparkia sp. Soil809/Yonghaparkia sp. Root332]	NA	1
ref_mOTU_v31_05394	Paracoccus versutus/pantotrophus	NA	1
ref_mOTU_v31_05915	Nocardioides luteus [Nocardioides luteus/Nocardioidaceae bacterium Broad-1]	1844	1
ref_mOTU_v31_05916	Nocardioides sp. YR527	1881028	1
ref_mOTU_v31_06021	Kribbella sp. ALI-6-A	1933817	1
ref_mOTU_v31_06123	Arthrobacter subterraneus [Arthrobacter sp. 35/47/Arthrobacter subterraneus]	335973	1
ref_mOTU_v31_06502	Nocardioides szechwanensis	1005944	2
ref_mOTU_v31_06531	Aeromicrobium massiliense	1464554	1
ref_mOTU_v31_06654	Nocardioides sp. CF8	110319	1
ref_mOTU_v31_06966	Microbacterium indicum	358100	1
ref_mOTU_v31_08104	Knoellia flava	913969	1
ref_mOTU_v31_08105	Knoellia aerolata	442954	1
ref_mOTU_v31_08448	Devosia sp. LC5	1502724	1
ref_mOTU_v31_08596	Rhizobium sp. NFR07	1566262	1
ref_mOTU_v31_09240	Nocardioides sp. Soil774	1736408	1
ref_mOTU_v31_09244	Nocardioides sp. Root122	1736431	2
ref_mOTU_v31_09336	Sphingopyxis sp. H050	1759072	1
ref_mOTU_v31_09363	Devosia elaeis	1770058	1
ref_mOTU_v31_11101	Brachybacterium phenoliresistens	396014	1
ref_mOTU_v31_11119	Agrococcus jejuensis	399736	1
ref_mOTU_v31_11126	Nocardioides exalbidus	402596	1
ref_mOTU_v31_11404	Paracoccus chinensis	525640	1
ref_mOTU_v31_11453	Phormidium tenue	126344	1
ref_mOTU_v31_11883	Nocardioides alpinus	748909	1
ext_mOTU_v31_24785	Nocardioides species incertae sedis	NA	1
ext_mOTU_v31_24801	Nocardioidaceae species incertae sedis	NA	1
ext_mOTU_v31_26680	Enterobacter species incertae sedis	NA	1
ext_mOTU_v31_26688	Exiguobacterium species incertae sedis	NA	26
ext_mOTU_v31_28885	Nocardioides species incertae sedis	NA	1
unassigned	unassigned	NA	1
